"orfs","ko_iteration","ko_id"
"NODE_10195_length_2038_cov_77.649873_g5438_i1.p1","ko:_1","K01312"
"NODE_10195_length_2038_cov_77.649873_g5438_i1.p1","ko:_2","K09640"
"NODE_10196_length_2038_cov_63.844784_g5488_i0.p2","ko:_1","K18038"
"NODE_10197_length_2038_cov_27.995929_g5489_i0.p1","ko:_1","K08770"
"NODE_10198_length_2038_cov_14.341985_g5490_i0.p1","ko:_1","K21440"
"NODE_10199_length_2038_cov_12.596947_g5491_i0.p1","ko:_1","K20781"
"NODE_1019_length_5031_cov_44.496168_g493_i1.p1","ko:_1","K02608"
"NODE_10203_length_2037_cov_43.503055_g4982_i1.p1","ko:_1","K17785"
"NODE_10205_length_2037_cov_11.348778_g5493_i0.p1","ko:_1","K15920"
"NODE_10208_length_2037_cov_7.423625_g5496_i0.p1","ko:_1","K03885"
"NODE_10209_length_2036_cov_38.541009_g3783_i1.p2","ko:_1","K11885"
"NODE_1020_length_5030_cov_30.551543_g451_i2.p3","ko:_1","K07755"
"NODE_10212_length_2036_cov_5.216505_g4788_i1.p1","ko:_1","K20951"
"NODE_10212_length_2036_cov_5.216505_g4788_i1.p1","ko:_2","K20952"
"NODE_10214_length_2035_cov_74.981142_g5499_i0.p1","ko:_1","K07509"
"NODE_10218_length_2035_cov_11.646279_g5502_i0.p2","ko:_1","K21867"
"NODE_1021_length_5030_cov_30.527940_g451_i3.p3","ko:_1","K07755"
"NODE_10225_length_2034_cov_11.911270_g5149_i1.p1","ko:_1","K03715"
"NODE_10227_length_2033_cov_79.967857_g1941_i3.p1","ko:_1","K11968"
"NODE_10229_length_2033_cov_48.146939_g5506_i0.p1","ko:_1","K12827"
"NODE_1022_length_5028_cov_193.032089_g54_i3.p7","ko:_1","K07115"
"NODE_10231_length_2033_cov_33.385204_g5508_i0.p1","ko:_1","K06002"
"NODE_10235_length_2033_cov_7.908163_g5511_i0.p1","ko:_1","K03801"
"NODE_10236_length_2033_cov_7.048980_g5512_i0.p1","ko:_1","K17656"
"NODE_10237_length_2033_cov_6.612245_g5513_i0.p1","ko:_1","K14297"
"NODE_10241_length_2032_cov_13.396120_g1346_i3.p2","ko:_1","K14819"
"NODE_10241_length_2032_cov_13.396120_g1346_i3.p2","ko:_2","K20216"
"NODE_10241_length_2032_cov_13.396120_g1346_i3.p2","ko:_3","K21946"
"NODE_10243_length_2032_cov_9.065850_g5515_i0.p1","ko:_1","K15920"
"NODE_10244_length_2032_cov_6.058193_g5516_i0.p1","ko:_1","K04505"
"NODE_10245_length_2032_cov_5.732006_g5516_i1.p1","ko:_1","K04505"
"NODE_10247_length_2031_cov_60.546987_g5517_i0.p1","ko:_1","K08770"
"NODE_10248_length_2031_cov_58.554137_g61_i11.p1","ko:_1","K10393"
"NODE_1024_length_5024_cov_20.764492_g498_i0.p1","ko:_1","K20404"
"NODE_1025_length_5022_cov_21.354819_g498_i1.p1","ko:_1","K20404"
"NODE_10262_length_2030_cov_12.983137_g5526_i0.p1","ko:_1","K15198"
"NODE_10265_length_2030_cov_6.437915_g3247_i1.p1","ko:_1","K08734"
"NODE_1026_length_5021_cov_100.858731_g499_i0.p2","ko:_1","K20865"
"NODE_1026_length_5021_cov_100.858731_g499_i0.p1","ko:_1","K20865"
"NODE_10270_length_2029_cov_27.614519_g5531_i0.p3","ko:_1","K01092"
"NODE_10270_length_2029_cov_27.614519_g5531_i0.p1","ko:_1","K01166"
"NODE_10270_length_2029_cov_27.614519_g5531_i0.p2","ko:_1","K01092"
"NODE_10271_length_2029_cov_17.529141_g5532_i0.p1","ko:_1","K18038"
"NODE_10273_length_2029_cov_15.186605_g5534_i0.p2","ko:_1","K18038"
"NODE_10276_length_2028_cov_87.931969_g5537_i0.p3","ko:_1","K00472"
"NODE_10276_length_2028_cov_87.931969_g5537_i0.p3","ko:_2","K09257"
"NODE_10276_length_2028_cov_87.931969_g5537_i0.p3","ko:_3","K17301"
"NODE_10281_length_2028_cov_17.174936_g5540_i0.p1","ko:_1","K09668"
"NODE_10284_length_2028_cov_8.452685_g5543_i0.p1","ko:_1","K17656"
"NODE_10286_length_2027_cov_114.687820_g5155_i1.p2","ko:_1","K17888"
"NODE_10288_length_2027_cov_50.249744_g5545_i0.p1","ko:_1","K09553"
"NODE_1028_length_5020_cov_21.570245_g184_i4.p1","ko:_1","K20163"
"NODE_1028_length_5020_cov_21.570245_g184_i4.p2","ko:_1","K20163"
"NODE_10291_length_2027_cov_16.249744_g5547_i0.p2","ko:_1","K06941"
"NODE_10291_length_2027_cov_16.249744_g5547_i0.p1","ko:_1","K06941"
"NODE_10294_length_2026_cov_39.471582_g5172_i1.p1","ko:_1","K17618"
"NODE_10296_length_2026_cov_13.849974_g5550_i0.p2","ko:_1","K06269"
"NODE_10296_length_2026_cov_13.849974_g5550_i0.p1","ko:_1","K07140"
"NODE_10298_length_2025_cov_61.976434_g4690_i1.p1","ko:_1","K00850"
"NODE_1029_length_5015_cov_54.338527_g501_i0.p2","ko:_1","K07819"
"NODE_1029_length_5015_cov_54.338527_g501_i0.p2","ko:_2","K07820"
"NODE_10300_length_2025_cov_23.184939_g2972_i1.p1","ko:_1","K06058"
"NODE_10301_length_2025_cov_13.637295_g3248_i1.p3","ko:_1","K00861"
"NODE_10303_length_2024_cov_1606.109687_g3794_i3.p1","ko:_1","K05692"
"NODE_10306_length_2024_cov_49.185546_g5553_i0.p1","ko:_1","K18038"
"NODE_10307_length_2024_cov_16.000513_g5392_i1.p1","ko:_1","K14645"
"NODE_10313_length_2023_cov_52.370256_g4396_i1.p1","ko:_1","K15371"
"NODE_10316_length_2023_cov_17.536923_g2327_i1.p2","ko:_1","K00604"
"NODE_10316_length_2023_cov_17.536923_g2327_i1.p2","ko:_2","K01971"
"NODE_10316_length_2023_cov_17.536923_g2327_i1.p2","ko:_3","K03086"
"NODE_10316_length_2023_cov_17.536923_g2327_i1.p2","ko:_4","K06867"
"NODE_10316_length_2023_cov_17.536923_g2327_i1.p2","ko:_5","K06886"
"NODE_10317_length_2023_cov_15.992308_g5559_i0.p1","ko:_1","K19828"
"NODE_10319_length_2023_cov_9.368718_g5560_i0.p1","ko:_1","K02575"
"NODE_10322_length_2022_cov_301.074910_g3978_i1.p1","ko:_1","K01493"
"NODE_10324_length_2022_cov_44.113391_g5508_i1.p1","ko:_1","K06002"
"NODE_10325_length_2022_cov_27.751668_g5531_i1.p3","ko:_1","K01092"
"NODE_10325_length_2022_cov_27.751668_g5531_i1.p1","ko:_1","K01166"
"NODE_10325_length_2022_cov_27.751668_g5531_i1.p2","ko:_1","K01092"
"NODE_10326_length_2022_cov_23.141098_g5561_i0.p2","ko:_1","K00059"
"NODE_10328_length_2022_cov_11.081580_g5563_i0.p2","ko:_1","K10733"
"NODE_10328_length_2022_cov_11.081580_g5563_i0.p1","ko:_1","K00784"
"NODE_10329_length_2022_cov_9.813238_g3397_i1.p1","ko:_1","K08770"
"NODE_1032_length_5013_cov_26.722065_g86_i5.p1","ko:_1","K11788"
"NODE_10339_length_2020_cov_40.045711_g5261_i1.p1","ko:_1","K00967"
"NODE_1033_length_5012_cov_28.835999_g471_i1.p2","ko:_1","K18038"
"NODE_1033_length_5012_cov_28.835999_g471_i1.p3","ko:_1","K17512"
"NODE_10341_length_2020_cov_22.235234_g5570_i0.p1","ko:_1","K13124"
"NODE_10342_length_2020_cov_19.866461_g5571_i0.p1","ko:_1","K11855"
"NODE_1034_length_5012_cov_16.331039_g496_i1.p1","ko:_1","K00558"
"NODE_10351_length_2019_cov_18.511305_g5189_i1.p1","ko:_1","K09611"
"NODE_10352_length_2019_cov_10.843268_g2327_i2.p2","ko:_1","K00604"
"NODE_10352_length_2019_cov_10.843268_g2327_i2.p2","ko:_2","K01971"
"NODE_10352_length_2019_cov_10.843268_g2327_i2.p2","ko:_3","K03086"
"NODE_10352_length_2019_cov_10.843268_g2327_i2.p2","ko:_4","K06867"
"NODE_10352_length_2019_cov_10.843268_g2327_i2.p2","ko:_5","K06886"
"NODE_10354_length_2018_cov_74.377892_g5578_i0.p1","ko:_1","K16302"
"NODE_10355_length_2018_cov_72.286889_g5578_i1.p1","ko:_1","K16302"
"NODE_10356_length_2018_cov_58.790746_g5279_i1.p1","ko:_1","K12244"
"NODE_10358_length_2018_cov_41.290488_g4578_i2.p1","ko:_1","K04733"
"NODE_10359_length_2018_cov_39.021080_g5185_i1.p2","ko:_1","K06287"
"NODE_10361_length_2018_cov_12.595373_g5581_i0.p1","ko:_1","K01069"
"NODE_10361_length_2018_cov_12.595373_g5581_i0.p1","ko:_2","K16912"
"NODE_10362_length_2018_cov_10.707455_g5582_i0.p1","ko:_1","K17656"
"NODE_10363_length_2018_cov_9.840617_g5583_i0.p2","ko:_1","K00525"
"NODE_10363_length_2018_cov_9.840617_g5583_i0.p1","ko:_1","K00526"
"NODE_10364_length_2017_cov_1611.228909_g3794_i4.p1","ko:_1","K05692"
"NODE_10368_length_2017_cov_25.417181_g4223_i1.p1","ko:_1","K01590"
"NODE_10373_length_2017_cov_4.755658_g3986_i1.p1","ko:_1","K03510"
"NODE_10376_length_2016_cov_28.775090_g5214_i1.p1","ko:_1","K12864"
"NODE_10383_length_2016_cov_3.728255_g5592_i0.p2","ko:_1","K03631"
"NODE_1038_length_5007_cov_164.984597_g503_i0.p1","ko:_1","K11849"
"NODE_1038_length_5007_cov_164.984597_g503_i0.p1","ko:_2","K11853"
"NODE_1038_length_5007_cov_164.984597_g503_i0.p1","ko:_3","K11858"
"NODE_1038_length_5007_cov_164.984597_g503_i0.p1","ko:_4","K17973"
"NODE_10392_length_2014_cov_44.052035_g1949_i4.p1","ko:_1","K01674"
"NODE_10395_length_2014_cov_7.964967_g5599_i0.p1","ko:_1","K14686"
"NODE_10397_length_2013_cov_62.514433_g5601_i0.p3","ko:_1","K10575"
"NODE_1039_length_5007_cov_8.760438_g504_i0.p2","ko:_1","K07004"
"NODE_1039_length_5007_cov_8.760438_g504_i0.p1","ko:_1","K02014"
"NODE_10402_length_2013_cov_5.320619_g5605_i0.p1","ko:_1","K01165"
"NODE_10403_length_2012_cov_198.899433_g2619_i3.p2","ko:_1","K03263"
"NODE_10407_length_2012_cov_18.569366_g5609_i0.p1","ko:_1","K06119"
"NODE_1040_length_5006_cov_62.367119_g505_i0.p1","ko:_1","K09969"
"NODE_1040_length_5006_cov_62.367119_g505_i0.p2","ko:_1","K09969"
"NODE_10414_length_2011_cov_32.712590_g5614_i0.p1","ko:_1","K20523"
"NODE_10417_length_2011_cov_10.936533_g5257_i1.p1","ko:_1","K17656"
"NODE_10418_length_2011_cov_5.183179_g5617_i0.p1","ko:_1","K03574"
"NODE_10420_length_2010_cov_87.169850_g4377_i2.p1","ko:_1","K01365"
"NODE_10425_length_2010_cov_23.726897_g5262_i1.p1","ko:_1","K01735"
"NODE_10426_length_2010_cov_15.465152_g5621_i0.p1","ko:_1","K00679"
"NODE_10426_length_2010_cov_15.465152_g5621_i0.p1","ko:_2","K08900"
"NODE_1042_length_5005_cov_17.884023_g230_i2.p1","ko:_1","K09969"
"NODE_10430_length_2009_cov_67.262913_g5623_i0.p1","ko:_1","K01001"
"NODE_10430_length_2009_cov_67.262913_g5623_i0.p5","ko:_1","K16344"
"NODE_10432_length_2009_cov_11.383264_g5624_i0.p2","ko:_1","K20280"
"NODE_1043_length_5004_cov_43.166903_g483_i1.p3","ko:_1","K00888"
"NODE_1043_length_5004_cov_43.166903_g483_i1.p1","ko:_1","K00888"
"NODE_1043_length_5004_cov_43.166903_g483_i1.p1","ko:_2","K19801"
"NODE_1043_length_5004_cov_43.166903_g483_i1.p4","ko:_1","K03715"
"NODE_10443_length_2007_cov_43.008790_g5632_i0.p1","ko:_1","K12601"
"NODE_10446_length_2007_cov_9.811789_g5634_i0.p1","ko:_1","K14724"
"NODE_10448_length_2006_cov_106.268495_g5636_i0.p1","ko:_1","K09838"
"NODE_10452_length_2006_cov_22.709260_g1942_i1.p1","ko:_1","K07427"
"NODE_10452_length_2006_cov_22.709260_g1942_i1.p1","ko:_2","K15001"
"NODE_10452_length_2006_cov_22.709260_g1942_i1.p1","ko:_3","K17953"
"NODE_10459_length_2005_cov_90.210145_g1915_i2.p2","ko:_1","K01192"
"NODE_10460_length_2005_cov_20.648033_g5640_i0.p1","ko:_1","K00859"
"NODE_10467_length_2004_cov_18.227861_g5646_i0.p1","ko:_1","K04460"
"NODE_10468_length_2004_cov_17.309684_g5640_i1.p1","ko:_1","K00859"
"NODE_10469_length_2004_cov_14.654583_g5647_i0.p1","ko:_1","K12244"
"NODE_10472_length_2003_cov_45.218653_g5648_i0.p1","ko:_1","K11835"
"NODE_10472_length_2003_cov_45.218653_g5648_i0.p1","ko:_2","K11870"
"NODE_10473_length_2003_cov_33.153368_g5649_i0.p1","ko:_1","K06867"
"NODE_10475_length_2003_cov_8.590155_g5651_i0.p1","ko:_1","K02355"
"NODE_10476_length_2003_cov_7.893782_g5652_i0.p1","ko:_1","K17656"
"NODE_10480_length_2002_cov_9.702955_g5655_i0.p2","ko:_1","K04047"
"NODE_10480_length_2002_cov_9.702955_g5655_i0.p3","ko:_1","K00537"
"NODE_10480_length_2002_cov_9.702955_g5655_i0.p1","ko:_1","K03386"
"NODE_10485_length_2001_cov_48.782676_g4809_i1.p1","ko:_1","K03667"
"NODE_10486_length_2001_cov_15.271266_g5540_i1.p1","ko:_1","K09668"
"NODE_10493_length_2000_cov_161.198236_g5662_i0.p2","ko:_1","K02984"
"NODE_10494_length_2000_cov_86.056046_g5663_i0.p1","ko:_1","K14696"
"NODE_10496_length_2000_cov_80.912818_g5663_i1.p1","ko:_1","K14696"
"NODE_10498_length_2000_cov_42.846393_g5665_i0.p1","ko:_1","K03595"
"NODE_10498_length_2000_cov_42.846393_g5665_i0.p1","ko:_2","K09553"
"NODE_1049_length_4994_cov_43.180654_g483_i2.p3","ko:_1","K00888"
"NODE_1049_length_4994_cov_43.180654_g483_i2.p2","ko:_1","K03715"
"NODE_104_length_8119_cov_17.113224_g58_i0.p1","ko:_1","K06671"
"NODE_104_length_8119_cov_17.113224_g58_i0.p4","ko:_1","K06671"
"NODE_10503_length_1999_cov_95.193146_g4056_i2.p1","ko:_1","K01897"
"NODE_10504_length_1999_cov_93.088785_g4056_i3.p1","ko:_1","K01897"
"NODE_1050_length_4994_cov_43.172932_g483_i3.p4","ko:_1","K03715"
"NODE_1050_length_4994_cov_43.172932_g483_i3.p1","ko:_1","K00888"
"NODE_10511_length_1999_cov_29.602804_g2717_i1.p2","ko:_1","K15711"
"NODE_10511_length_1999_cov_29.602804_g2717_i1.p1","ko:_1","K15711"
"NODE_10517_length_1999_cov_9.102285_g5673_i0.p2","ko:_1","K09414"
"NODE_10522_length_1998_cov_78.896623_g5677_i0.p1","ko:_1","K15505"
"NODE_10523_length_1998_cov_63.634286_g5601_i1.p2","ko:_1","K10575"
"NODE_10526_length_1998_cov_8.642078_g5680_i0.p1","ko:_1","K17675"
"NODE_10527_length_1998_cov_5.073766_g5681_i0.p1","ko:_1","K14645"
"NODE_10530_length_1997_cov_51.623701_g5684_i0.p1","ko:_1","K00873"
"NODE_10530_length_1997_cov_51.623701_g5684_i0.p2","ko:_1","K00873"
"NODE_10535_length_1997_cov_7.147089_g2567_i1.p1","ko:_1","K08864"
"NODE_1053_length_4991_cov_24.323709_g511_i0.p3","ko:_1","K14826"
"NODE_10541_length_1996_cov_7.274571_g5691_i0.p1","ko:_1","K00652"
"NODE_10542_length_1996_cov_7.023401_g5692_i0.p1","ko:_1","K08596"
"NODE_10547_length_1995_cov_35.343913_g5696_i0.p1","ko:_1","K10407"
"NODE_10548_length_1995_cov_29.879292_g5697_i0.p1","ko:_1","K01165"
"NODE_10553_length_1994_cov_36.996356_g5699_i0.p1","ko:_1","K00933"
"NODE_10553_length_1994_cov_36.996356_g5699_i0.p1","ko:_2","K00934"
"NODE_10554_length_1994_cov_31.910463_g5700_i0.p1","ko:_1","K14304"
"NODE_10555_length_1994_cov_30.939094_g5701_i0.p2","ko:_1","K03848"
"NODE_10560_length_1993_cov_134.876042_g5703_i0.p1","ko:_1","K16282"
"NODE_10569_length_1993_cov_11.333854_g262_i5.p1","ko:_1","K08825"
"NODE_1056_length_4989_cov_30.052685_g471_i2.p3","ko:_1","K17512"
"NODE_1056_length_4989_cov_30.052685_g471_i2.p2","ko:_1","K18038"
"NODE_10575_length_1992_cov_35.968213_g3386_i2.p1","ko:_1","K11836"
"NODE_10580_length_1992_cov_10.631579_g5713_i0.p3","ko:_1","K03924"
"NODE_10580_length_1992_cov_10.631579_g5713_i0.p1","ko:_1","K03924"
"NODE_10585_length_1991_cov_108.190824_g334_i7.p2","ko:_1","K00588"
"NODE_10587_length_1991_cov_37.522419_g5316_i1.p1","ko:_1","K06051"
"NODE_10587_length_1991_cov_37.522419_g5316_i1.p1","ko:_2","K21635"
"NODE_10588_length_1991_cov_34.064651_g5316_i2.p1","ko:_1","K06051"
"NODE_10588_length_1991_cov_34.064651_g5316_i2.p1","ko:_2","K21635"
"NODE_10592_length_1990_cov_174.496609_g2619_i4.p3","ko:_1","K03263"
"NODE_10593_length_1990_cov_20.249348_g5718_i0.p1","ko:_1","K08884"
"NODE_10595_length_1990_cov_5.382890_g5720_i0.p1","ko:_1","K08679"
"NODE_10595_length_1990_cov_5.382890_g5720_i0.p1","ko:_2","K17947"
"NODE_10598_length_1989_cov_151.337683_g5110_i1.p1","ko:_1","K10151"
"NODE_105_length_8117_cov_69.912730_g53_i1.p2","ko:_1","K17800"
"NODE_10600_length_1989_cov_39.839770_g5303_i1.p1","ko:_1","K06443"
"NODE_10602_length_1989_cov_18.748956_g5725_i0.p3","ko:_1","K12661"
"NODE_10602_length_1989_cov_18.748956_g5725_i0.p4","ko:_1","K00972"
"NODE_10602_length_1989_cov_18.748956_g5725_i0.p1","ko:_1","K12661"
"NODE_10613_length_1987_cov_211.032915_g219_i3.p3","ko:_1","K14437"
"NODE_10615_length_1987_cov_57.632706_g5277_i1.p4","ko:_1","K12844"
"NODE_10615_length_1987_cov_57.632706_g5277_i1.p1","ko:_1","K12844"
"NODE_10616_length_1987_cov_50.367816_g5321_i2.p1","ko:_1","K10798"
"NODE_10617_length_1987_cov_45.041797_g5321_i3.p1","ko:_1","K10798"
"NODE_1061_length_4986_cov_40.448606_g242_i2.p1","ko:_1","K10370"
"NODE_1061_length_4986_cov_40.448606_g242_i2.p1","ko:_2","K22030"
"NODE_10628_length_1986_cov_12.360690_g5740_i0.p1","ko:_1","K10380"
"NODE_10628_length_1986_cov_12.360690_g5740_i0.p1","ko:_2","K15502"
"NODE_10628_length_1986_cov_12.360690_g5740_i0.p1","ko:_3","K15503"
"NODE_10629_length_1986_cov_10.286984_g661_i3.p2","ko:_1","K17619"
"NODE_1062_length_4986_cov_20.394464_g514_i0.p3","ko:_1","K13983"
"NODE_1062_length_4986_cov_20.394464_g514_i0.p3","ko:_2","K18422"
"NODE_1062_length_4986_cov_20.394464_g514_i0.p3","ko:_3","K18432"
"NODE_10631_length_1986_cov_7.042342_g5240_i1.p1","ko:_1","K00797"
"NODE_10633_length_1985_cov_41.471757_g4718_i1.p1","ko:_1","K19519"
"NODE_10635_length_1985_cov_19.901674_g3343_i2.p1","ko:_1","K09419"
"NODE_10638_length_1985_cov_6.956590_g5744_i0.p2","ko:_1","K12948"
"NODE_10639_length_1984_cov_30.751439_g5745_i0.p1","ko:_1","K05546"
