"ko_id","symbol","name","Description","organism","treatment","NES"
"K07509"," HADHB"," acetyl-CoA acyltransferase "," Fatty acid elongation","C. closterium 8","Iron Amendment",1.95518336130659
"K03715"," MGD"," 1,2-diacylglycerol 3-beta-galactosyltransferase "," Glycerolipid metabolism","C. closterium 8","Iron Amendment",1.88849886893561
"K15371"," GDH2"," glutamate dehydrogenase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K15371"," GDH2"," glutamate dehydrogenase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K00059"," fabG, OAR1"," 3-oxoacyl-[acyl-carrier protein] reductase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00059"," fabG, OAR1"," 3-oxoacyl-[acyl-carrier protein] reductase "," Fatty acid metabolism","C. closterium 8","Iron Amendment",2.29790592204091
"K00059"," fabG, OAR1"," 3-oxoacyl-[acyl-carrier protein] reductase "," Fatty acid biosynthesis","C. closterium 8","Iron Amendment",1.95822340173299
"K00059"," fabG, OAR1"," 3-oxoacyl-[acyl-carrier protein] reductase "," Biosynthesis of cofactors","C. closterium 8","Iron Amendment",1.41961029942436
"K11788"," ADE5"," phosphoribosylamine--glycine ligase / phosphoribosylformylglycinamidine cyclo-ligase "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K00525"," E1.17.4.1A, nrdA, nrdE"," ribonucleoside-diphosphate reductase alpha chain "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K00679"," E2.3.1.158"," phospholipid:diacylglycerol acyltransferase "," Glycerolipid metabolism","C. closterium 8","Iron Amendment",1.88849886893561
"K01897"," ACSL, fadD"," long-chain acyl-CoA synthetase "," Fatty acid metabolism","C. closterium 8","Iron Amendment",2.29790592204091
"K00873"," PK, pyk"," pyruvate kinase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00873"," PK, pyk"," pyruvate kinase "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K00873"," PK, pyk"," pyruvate kinase "," Glycolysis / Gluconeogenesis","C. closterium 8","Iron Amendment",2.01414568179882
"K00873"," PK, pyk"," pyruvate kinase "," Pyruvate metabolism","C. closterium 8","Iron Amendment",1.79061580379515
"K06443"," lcyB, crtL1, crtY"," lycopene beta-cyclase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K06443"," lcyB, crtL1, crtY"," lycopene beta-cyclase "," Carotenoid biosynthesis","C. closterium 8","Iron Amendment",1.78322881368123
"K00088"," IMPDH, guaB"," IMP dehydrogenase "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K00262"," E1.4.1.4, gdhA"," glutamate dehydrogenase (NADP+) "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K01597"," MVD, mvaD"," diphosphomevalonate decarboxylase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00814"," GPT, ALT"," alanine transaminase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00814"," GPT, ALT"," alanine transaminase "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K00814"," GPT, ALT"," alanine transaminase "," Carbon fixation in photosynthetic organisms","C. closterium 8","Iron Amendment",1.98327842295878
"K00627"," DLAT, aceF, pdhC"," pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00627"," DLAT, aceF, pdhC"," pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00627"," DLAT, aceF, pdhC"," pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K00627"," DLAT, aceF, pdhC"," pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) "," Glycolysis / Gluconeogenesis","C. closterium 8","Iron Amendment",2.01414568179882
"K00627"," DLAT, aceF, pdhC"," pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) "," Pyruvate metabolism","C. closterium 8","Iron Amendment",1.79061580379515
"K00627"," DLAT, aceF, pdhC"," pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K00627"," DLAT, aceF, pdhC"," pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01835"," pgm"," phosphoglucomutase "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K01835"," pgm"," phosphoglucomutase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K01835"," pgm"," phosphoglucomutase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K01835"," pgm"," phosphoglucomutase "," Glycolysis / Gluconeogenesis","C. closterium 8","Iron Amendment",2.01414568179882
"K00963"," UGP2, galU, galF"," UTP--glucose-1-phosphate uridylyltransferase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00963"," UGP2, galU, galF"," UTP--glucose-1-phosphate uridylyltransferase "," Biosynthesis of cofactors","C. closterium 8","Iron Amendment",1.41961029942436
"K01951"," guaA, GMPS"," GMP synthase (glutamine-hydrolysing) "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K00053"," ilvC"," ketol-acid reductoisomerase "," Pantothenate and CoA biosynthesis","C. closterium 8","High Iron",-1.7020732659746
"K01966"," PCCB, pccB"," propionyl-CoA carboxylase beta chain "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K01966"," PCCB, pccB"," propionyl-CoA carboxylase beta chain "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K01810"," GPI, pgi"," glucose-6-phosphate isomerase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K01810"," GPI, pgi"," glucose-6-phosphate isomerase "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K00106"," XDH"," xanthine dehydrogenase/oxidase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00106"," XDH"," xanthine dehydrogenase/oxidase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K01770"," ispF"," 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase "," Terpenoid backbone biosynthesis","C. closterium 8","Iron Amendment",1.71474251589379
"K15877"," CYP55"," fungal nitric oxide reductase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K03841"," FBP, fbp"," fructose-1,6-bisphosphatase I "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K03841"," FBP, fbp"," fructose-1,6-bisphosphatase I "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K03841"," FBP, fbp"," fructose-1,6-bisphosphatase I "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K03841"," FBP, fbp"," fructose-1,6-bisphosphatase I "," Carbon fixation in photosynthetic organisms","C. closterium 8","Iron Amendment",1.98327842295878
"K03841"," FBP, fbp"," fructose-1,6-bisphosphatase I "," Glycolysis / Gluconeogenesis","C. closterium 8","Iron Amendment",2.01414568179882
"K03841"," FBP, fbp"," fructose-1,6-bisphosphatase I "," Fructose and mannose metabolism","C. closterium 8","Iron Amendment",1.85707851359291
"K12322"," GUCY2F"," guanylate cyclase 2F "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K00274"," MAO, aofH"," monoamine oxidase "," Tryptophan metabolism","C. closterium 8","Iron Amendment",1.77370897263595
"K00274"," MAO, aofH"," monoamine oxidase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00387"," SUOX"," sulfite oxidase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00387"," SUOX"," sulfite oxidase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K01754"," E4.3.1.19, ilvA, tdcB"," threonine dehydratase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01792"," E5.1.3.15"," glucose-6-phosphate 1-epimerase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K01792"," E5.1.3.15"," glucose-6-phosphate 1-epimerase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K01792"," E5.1.3.15"," glucose-6-phosphate 1-epimerase "," Glycolysis / Gluconeogenesis","C. closterium 8","Iron Amendment",2.01414568179882
"K00052"," leuB, IMDH"," 3-isopropylmalate dehydrogenase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00134"," GAPDH, gapA"," glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K00134"," GAPDH, gapA"," glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K00134"," GAPDH, gapA"," glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00134"," GAPDH, gapA"," glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00134"," GAPDH, gapA"," glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K00134"," GAPDH, gapA"," glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) "," Carbon fixation in photosynthetic organisms","C. closterium 8","Iron Amendment",1.98327842295878
"K00134"," GAPDH, gapA"," glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) "," Glycolysis / Gluconeogenesis","C. closterium 8","Iron Amendment",2.01414568179882
"K00001"," E1.1.1.1, adh"," alcohol dehydrogenase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00001"," E1.1.1.1, adh"," alcohol dehydrogenase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00001"," E1.1.1.1, adh"," alcohol dehydrogenase "," Glycolysis / Gluconeogenesis","C. closterium 8","Iron Amendment",2.01414568179882
"K00001"," E1.1.1.1, adh"," alcohol dehydrogenase "," Pyruvate metabolism","C. closterium 8","Iron Amendment",1.79061580379515
"K03403"," chlH, bchH"," magnesium chelatase subunit H "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K03403"," chlH, bchH"," magnesium chelatase subunit H "," Porphyrin metabolism","C. closterium 8","Iron Amendment",2.5364498534432
"K03403"," chlH, bchH"," magnesium chelatase subunit H "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K10808"," RRM2"," ribonucleoside-diphosphate reductase subunit M2 "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K00021"," HMGCR"," hydroxymethylglutaryl-CoA reductase (NADPH) "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00648"," fabH"," 3-oxoacyl-[acyl-carrier-protein] synthase III "," Fatty acid metabolism","C. closterium 8","Iron Amendment",2.29790592204091
"K00648"," fabH"," 3-oxoacyl-[acyl-carrier-protein] synthase III "," Fatty acid biosynthesis","C. closterium 8","Iron Amendment",1.95822340173299
"K00102"," LDHD, dld"," D-lactate dehydrogenase (cytochrome) "," Pyruvate metabolism","C. closterium 8","Iron Amendment",1.79061580379515
"K14455"," GOT2"," aspartate aminotransferase, mitochondrial "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K14455"," GOT2"," aspartate aminotransferase, mitochondrial "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K14455"," GOT2"," aspartate aminotransferase, mitochondrial "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K14455"," GOT2"," aspartate aminotransferase, mitochondrial "," Carbon fixation in photosynthetic organisms","C. closterium 8","Iron Amendment",1.98327842295878
"K00033"," PGD, gnd, gntZ"," 6-phosphogluconate dehydrogenase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00033"," PGD, gnd, gntZ"," 6-phosphogluconate dehydrogenase "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K00231"," PPOX, hemY"," protoporphyrinogen/coproporphyrinogen III oxidase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00231"," PPOX, hemY"," protoporphyrinogen/coproporphyrinogen III oxidase "," Porphyrin metabolism","C. closterium 8","Iron Amendment",2.5364498534432
"K00231"," PPOX, hemY"," protoporphyrinogen/coproporphyrinogen III oxidase "," Biosynthesis of cofactors","C. closterium 8","Iron Amendment",1.41961029942436
"K00231"," PPOX, hemY"," protoporphyrinogen/coproporphyrinogen III oxidase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K02492"," hemA"," glutamyl-tRNA reductase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K02492"," hemA"," glutamyl-tRNA reductase "," Porphyrin metabolism","C. closterium 8","Iron Amendment",2.5364498534432
"K02492"," hemA"," glutamyl-tRNA reductase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K02492"," hemA"," glutamyl-tRNA reductase "," Biosynthesis of cofactors","C. closterium 8","Iron Amendment",1.41961029942436
"K02492"," hemA"," glutamyl-tRNA reductase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K02492"," hemA"," glutamyl-tRNA reductase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K02291"," crtB"," 15-cis-phytoene synthase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K02291"," crtB"," 15-cis-phytoene synthase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K11262"," ACACA"," acetyl-CoA carboxylase / biotin carboxylase 1 "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K11262"," ACACA"," acetyl-CoA carboxylase / biotin carboxylase 1 "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K11262"," ACACA"," acetyl-CoA carboxylase / biotin carboxylase 1 "," Fatty acid metabolism","C. closterium 8","Iron Amendment",2.29790592204091
"K11262"," ACACA"," acetyl-CoA carboxylase / biotin carboxylase 1 "," Propanoate metabolism","C. closterium 8","Iron Amendment",2.03263067238446
"K11262"," ACACA"," acetyl-CoA carboxylase / biotin carboxylase 1 "," Fatty acid biosynthesis","C. closterium 8","Iron Amendment",1.95822340173299
"K11262"," ACACA"," acetyl-CoA carboxylase / biotin carboxylase 1 "," Pyruvate metabolism","C. closterium 8","Iron Amendment",1.79061580379515
"K11262"," ACACA"," acetyl-CoA carboxylase / biotin carboxylase 1 "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K11262"," ACACA"," acetyl-CoA carboxylase / biotin carboxylase 1 "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00382"," DLD, lpd, pdhD"," dihydrolipoyl dehydrogenase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00382"," DLD, lpd, pdhD"," dihydrolipoyl dehydrogenase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00382"," DLD, lpd, pdhD"," dihydrolipoyl dehydrogenase "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K00382"," DLD, lpd, pdhD"," dihydrolipoyl dehydrogenase "," Propanoate metabolism","C. closterium 8","Iron Amendment",2.03263067238446
"K00382"," DLD, lpd, pdhD"," dihydrolipoyl dehydrogenase "," Glycolysis / Gluconeogenesis","C. closterium 8","Iron Amendment",2.01414568179882
"K00382"," DLD, lpd, pdhD"," dihydrolipoyl dehydrogenase "," Pyruvate metabolism","C. closterium 8","Iron Amendment",1.79061580379515
"K00382"," DLD, lpd, pdhD"," dihydrolipoyl dehydrogenase "," Tryptophan metabolism","C. closterium 8","Iron Amendment",1.77370897263595
"K00382"," DLD, lpd, pdhD"," dihydrolipoyl dehydrogenase "," Biosynthesis of cofactors","C. closterium 8","Iron Amendment",1.41961029942436
"K00864"," glpK, GK"," glycerol kinase "," Glycerolipid metabolism","C. closterium 8","Iron Amendment",1.88849886893561
"K00099"," dxr"," 1-deoxy-D-xylulose-5-phosphate reductoisomerase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00099"," dxr"," 1-deoxy-D-xylulose-5-phosphate reductoisomerase "," Terpenoid backbone biosynthesis","C. closterium 8","Iron Amendment",1.71474251589379
"K02132"," ATPeF1A, ATP5A1, ATP1"," F-type H+-transporting ATPase subunit alpha"," Oxidative phosphorylation","C. closterium 8","Iron Amendment",1.62668324998714
"K02275"," coxB, ctaC"," cytochrome c oxidase subunit II "," Oxidative phosphorylation","C. closterium 8","Iron Amendment",1.62668324998714
"K21480"," HO, pbsA1, hmuO"," heme oxygenase (biliverdin-producing, ferredoxin) "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K01515"," nudF"," ADP-ribose diphosphatase "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K01637"," E4.1.3.1, aceA"," isocitrate lyase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K01637"," E4.1.3.1, aceA"," isocitrate lyase "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K01637"," E4.1.3.1, aceA"," isocitrate lyase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K01637"," E4.1.3.1, aceA"," isocitrate lyase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K02147"," ATPeV1B, ATP6B"," V-type H+-transporting ATPase subunit B"," Oxidative phosphorylation","C. closterium 8","Iron Amendment",1.62668324998714
"K06118"," SQD1, sqdB"," UDP-sulfoquinovose synthase "," Glycerolipid metabolism","C. closterium 8","Iron Amendment",1.88849886893561
"K00128"," ALDH"," aldehyde dehydrogenase (NAD+) "," Pantothenate and CoA biosynthesis","C. closterium 8","High Iron",-1.7020732659746
"K00138"," aldB"," aldehyde dehydrogenase "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K00138"," aldB"," aldehyde dehydrogenase "," Microbial metabolism in diverse environments","G. oceanica","Iron Amendment",1.63296803239694
"K00138"," aldB"," aldehyde dehydrogenase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K01939"," purA, ADSS"," adenylosuccinate synthase "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K00938"," E2.7.4.2, mvaK2"," phosphomevalonate kinase "," Terpenoid backbone biosynthesis","C. closterium 8","Iron Amendment",1.71474251589379
"K00938"," E2.7.4.2, mvaK2"," phosphomevalonate kinase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K13293"," PDE4"," cAMP-specific phosphodiesterase 4 "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K00860"," cysC"," adenylylsulfate kinase "," Purine metabolism","G. huxleyi","High Iron",-1.74332025696845
"K12524"," thrA"," bifunctional aspartokinase / homoserine dehydrogenase 1 "," Microbial metabolism in diverse environments","G. huxleyi","Iron Amendment",1.48080965216646
"K00413"," CYC1, CYT1, petC"," ubiquinol-cytochrome c reductase cytochrome c1 subunit"," Oxidative phosphorylation","C. closterium 8","Iron Amendment",1.62668324998714
"K00236"," SDHC, SDH3"," succinate dehydrogenase (ubiquinone) cytochrome b560 subunit"," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00236"," SDHC, SDH3"," succinate dehydrogenase (ubiquinone) cytochrome b560 subunit"," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00236"," SDHC, SDH3"," succinate dehydrogenase (ubiquinone) cytochrome b560 subunit"," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K00236"," SDHC, SDH3"," succinate dehydrogenase (ubiquinone) cytochrome b560 subunit"," Oxidative phosphorylation","C. closterium 8","Iron Amendment",1.62668324998714
"K03783"," punA, PNP"," purine-nucleoside phosphorylase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K01834"," PGAM, gpmA"," 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K01834"," PGAM, gpmA"," 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K01834"," PGAM, gpmA"," 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K01834"," PGAM, gpmA"," 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase "," Glycolysis / Gluconeogenesis","C. closterium 8","Iron Amendment",2.01414568179882
"K01652"," E2.2.1.6L, ilvB, ilvG, ilvI"," acetolactate synthase I/II/III large subunit "," Pantothenate and CoA biosynthesis","C. closterium 8","High Iron",-1.7020732659746
"K01652"," E2.2.1.6L, ilvB, ilvG, ilvI"," acetolactate synthase I/II/III large subunit "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K09458"," fabF, OXSM, CEM1"," 3-oxoacyl-[acyl-carrier-protein] synthase II "," Fatty acid metabolism","C. closterium 8","Iron Amendment",2.29790592204091
"K09458"," fabF, OXSM, CEM1"," 3-oxoacyl-[acyl-carrier-protein] synthase II "," Fatty acid biosynthesis","C. closterium 8","Iron Amendment",1.95822340173299
"K09458"," fabF, OXSM, CEM1"," 3-oxoacyl-[acyl-carrier-protein] synthase II "," Biosynthesis of cofactors","C. closterium 8","Iron Amendment",1.41961029942436
"K01663"," HIS7"," imidazole glycerol-phosphate synthase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00232"," E1.3.3.6, ACOX1, ACOX3"," acyl-CoA oxidase "," Carbon metabolism","G. huxleyi","Iron Amendment",1.75871973019059
"K00232"," E1.3.3.6, ACOX1, ACOX3"," acyl-CoA oxidase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00235"," SDHB, SDH2"," succinate dehydrogenase (ubiquinone) iron-sulfur subunit "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00235"," SDHB, SDH2"," succinate dehydrogenase (ubiquinone) iron-sulfur subunit "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K00235"," SDHB, SDH2"," succinate dehydrogenase (ubiquinone) iron-sulfur subunit "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K00235"," SDHB, SDH2"," succinate dehydrogenase (ubiquinone) iron-sulfur subunit "," Oxidative phosphorylation","C. closterium 8","Iron Amendment",1.62668324998714
"K01738"," cysK"," cysteine synthase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K01738"," cysK"," cysteine synthase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K01738"," cysK"," cysteine synthase "," Carbon metabolism","C. closterium 8","Iron Amendment",2.0516363475101
"K00006"," GPD1"," glycerol-3-phosphate dehydrogenase (NAD+) "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K06013"," STE24"," STE24 endopeptidase "," Terpenoid backbone biosynthesis","C. closterium 8","Iron Amendment",1.71474251589379
"K01845"," hemL"," glutamate-1-semialdehyde 2,1-aminomutase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K01845"," hemL"," glutamate-1-semialdehyde 2,1-aminomutase "," Porphyrin metabolism","C. closterium 8","Iron Amendment",2.5364498534432
"K01845"," hemL"," glutamate-1-semialdehyde 2,1-aminomutase "," Microbial metabolism in diverse environments","C. closterium 8","Iron Amendment",2.03007665628999
"K01845"," hemL"," glutamate-1-semialdehyde 2,1-aminomutase "," Biosynthesis of cofactors","C. closterium 8","Iron Amendment",1.41961029942436
"K01845"," hemL"," glutamate-1-semialdehyde 2,1-aminomutase "," Biosynthesis of secondary metabolites","G. oceanica","Iron Amendment",1.46866839195543
"K00655"," plsC"," 1-acyl-sn-glycerol-3-phosphate acyltransferase "," Biosynthesis of secondary metabolites","C. closterium 8","Iron Amendment",2.1456026975217
"K00655"," plsC"," 1-acyl-sn-glycerol-3-phosphate acyltransferase "," Glycerophospholipid metabolism","C. closterium 8","Iron Amendment",1.92490479267325
"K00655"," plsC"," 1-acyl-sn-glycerol-3-phosphate acyltransferase "," Glycerolipid metabolism","C. closterium 8","Iron Amendment",1.88849886893561
"K03527"," ispH, lytB"," 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase "," Terpenoid backbone biosynthesis","C. closterium 8","Iron Amendment",1.71474251589379
