File,DATE,TIME,PAR,Fo(or_F),Fm,FmDec,Fv,FvDEC,Fv/Fm,FvD/FmD,Sigma,p,Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fm(PAM),Fv/Fm(PAM),GAIN,MTF:Alp1,Tau1,Alp2,Tau2,Alp3,Tau3,Alp4,Tau4,TauAv1,TauAv2,TauAv3,Fo-prime,qp-coeff,PAR,ETR,1/Tau,NPQ
04pFe21.9,9/26/22,46648,0,4450,6512,6819,2063,2369,0.317,0.347,270.2,0.11,0.48,618,0.42,6858,0.11,140933,--------,-------,3515,17987,0,4757,0.06,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4799.2,1,0,0,284.5,0
04pFe19,9/26/22,49311,0,8450,14711,15009,6261,6559,0.426,0.437,186.8,0.4,0.74,409,0.2,4019,0.07,271906,--------,-------,1166,18887,0,8931,0.05,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,8700,1,0,0,857.6,0
04pFe19,9/26/22,49447,0,8354,14611,14943,6257,6589,0.428,0.441,185.8,0.39,0.74,405,0.2,4003,0.07,226054,--------,-------,1159,16578,0,8831,0.05,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,8617.1,1,0,0,863,0
04pFe19-N,9/26/22,49520,0,719,907,1824,187,1105,0.207,0.606,250,0.21,0.91,1464,0.06,1931,0.03,76962,--------,-------,1493,3751,0,751,0.04,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,886.7,1,0,0,669.6,0
04pFe19,8/15/22,64580,0,10168,16684,16957,6516,6789,0.391,0.4,205.2,0.37,0.76,448,0.16,5600,0.07,217162,--------,-------,1353,17362,0,10730,0.05,1200,--------,------- --,------ -,------ --,------,-------,-------- -,------ -,-------,--------,--------,10489.3,1,0,0,738.9,0
04pFe19,8/17/22,40331,0,16354,21475,21597,5121,5243,0.238,0.243,162.6,0.3,0.75,411,0.19,3823,0.06,203880,------- --,-----,1088,13757,0,16702,0.02,1000,--------,-------,-------- -,------ -,------- --,----- --,------ -,------,-------- --,------ -,-------,16400.1,1,0,0,918.8,0
04pFe21.9,3/18/22,1366,0,10695,17861,18225,7166,7529,0.401,0.413,312.5,0.08,0.72,631,0.2,4077,0.08,358860,--------,-------,1385,31136,0,11972,0.11,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,11488.4,1,0,0,722.1,0
04pFe19-N,3/18/22,1712,0,41248,44944,47371,3695,6122,0.082,0.129,242.2,0.28,0.65,619,0.28,4598,0.08,127429,--------,-------,1808,11422,0,41769,0.01,700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,42492.9,1,0,0,553.1,0
04pFe21.9-N,3/18/22,1988,0,25178,38371,38492,13192,13313,0.344,0.346,298.3,0.04,0.52,873,0.38,8738,0.1,181517,--------,-------,4219,21879,0,27209,0.07,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,26611.2,1,0,0,237,0
04pFe19,3/25/22,420,0,116109,148642,153339,32533,37230,0.219,0.243,210.8,0.03,0.47,532,0.37,4334,0.16,60000,--------,-------,2208,11609,0,119536,0.03,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,120802.7,1,0,0,453,0
04pFe21.9,3/25/22,836,0,22090,28727,28964,6637,6875,0.231,0.237,272.7,0.04,0.66,798,0.26,5728,0.08,242412,--------,-------,2204,21682,0,23074,0.04,900,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22597.7,1,0,0,453.6,0
04pFe19-N,3/25/22,1376,0,16609,17090,18329,482,1720,0.028,0.094,254.5,0.53,0.62,1201,0.22,5072,0.16,60000,--------,-------,2219,11203,0,16690,0,1100,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16942.8,1,0,0,450.6,0
04pFe21.9-N,3/25/22,1734,0,28939,36316,37553,7377,8615,0.203,0.229,231.7,0.04,0.46,419,0.33,4031,0.2,60000,--------,-------,1927,13710,0,29795,0.03,700,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,30000.9,1,0,0,518.9,0
04pFe19,3/31/22,481,0,45503,77434,78409,31932,32906,0.412,0.42,198,0.21,0.64,371,0.24,1764,0.13,98860,--------,-------,748,13201,0,48800,0.07,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,48551.8,1,0,0,1337.7,0
04pFe21.9,3/31/22,785,0,8074,13640,13764,5566,5690,0.408,0.413,289.6,0.05,0.71,671,0.16,5483,0.13,130140,--------,-------,1564,18005,0,8998,0.1,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,8433.8,1,0,0,639.5,0
04pFe19-N,3/31/22,1094,0,21532,32315,32492,10783,10960,0.334,0.337,248.4,0.18,0.71,557,0.17,5319,0.12,133650,--------,-------,1468,16951,0,22951,0.06,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,22464.6,1,0,0,681,0
04pFe21.9-N,3/31/22,1482,0,1098,1741,1796,643,698,0.37,0.389,239.2,0.11,0.57,305,0.3,1603,0.13,91936,--------,-------,754,12633,0,1184,0.07,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1175.4,1,0,0,1325.9,0
04pFe19(exp),8/31/22,44744,0,16426,30933,31408,14507,14981,0.469,0.477,177.9,0.42,0.72,385,0.22,3224,0.06,281029,--------,-------,1044,19034,0,17465,0.06,800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16729,1,0,0,957.5,0
04pFe19(exp),8/31/22,44813,0,13020,21912,22199,8892,9179,0.406,0.413,186.3,0.39,0.73,431,0.2,3889,0.07,232814,--------,-------,1164,17330,0,13700,0.05,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,13305.5,1,0,0,858.9,0
04pFe21.9,8/31/22,44885,0,5741,10080,10416,4339,4675,0.43,0.449,210.9,0.29,0.62,407,0.3,3205,0.08,222209,--------,-------,1317,18066,0,6178,0.07,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6041.9,1,0,0,759.3,0
04pFe19-N,8/31/22,44975,0,16899,18751,19228,1851,2329,0.099,0.121,292.3,0.49,0.64,653,0.27,4400,0.09,115872,--------,-------,1769,11910,0,17070,0.01,1000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,16993.7,1,0,0,565.2,0
04pFe21.9-N,8/31/22,45022,0,7531,9502,9779,1970,2248,0.207,0.23,256.6,0.31,0.64,459,0.27,3480,0.09,130063,--------,-------,1360,13484,0,7752,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,7709.3,1,0,0,735.5,0
04pFe19,1/1/02,2440,0,629.1,1291.9,1359.7,662.8,730.5,0.513,0.537,318,0.38,0.63,334,0.33,2454,0.04,35778,-------,-------,1058,2586,0,660,0,400,0.727,460,0.273,4612,0.1,40000 --,------ -,------,1593,0,0,,,,,,
04pFe19-N,4/2/22,176,0,25786,32265,33175,6479,7389,0.201,0.223,234.2,0.12,0.62,573,0.25,5485,0.12,106556,--------,-------,1999,14702,0,26665,0.03,800,--------,------- -,------- ---,---- -,------- -,------ -,-------,------- --,------,-------- -,-------,26850.3,1,0,0,500.3,0
04pFe21.9,9/14/22,51885,0,28742,47362,47873,18620,19131,0.393,0.4,245.3,0.27,0.65,500,0.25,4931,0.1,154000,--------,-------,1741,17321,0,30897,0.07,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,29758.7,1,0,0,574.3,0
04pFe19-N,9/14/22,52021,0,4114,4720,4993,607,879,0.129,0.176,323,0.46,0.7,622,0.23,5061,0.06,163718,--------,-------,1729,11641,0,4181,0.02,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4243.5,1,0,0,578.2,0
04pFe21.9-N,9/14/22,52110,0,8166,10791,11023,2624,2857,0.243,0.259,262.1,0.33,0.66,514,0.24,4283,0.1,147957,--------,-------,1520,15561,0,8463,0.04,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,8311.7,1,0,0,657.9,0
04pFe19-dil,10/3/22,47434,0,5810,8665,8705,2855,2895,0.329,0.333,216.8,0.2,0.64,417,0.24,3536,0.12,104183,--------,-------,1257,13841,0,6120,0.05,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,6098.4,1,0,0,795.3,0
04pFe19,10/3/22,47491,0,74343,143802,143541,69459,69198,0.483,0.482,247.3,0.28,0.72,496,0.19,4658,0.09,203946,--------,-------,1350,20338,0,82522,0.1,200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,78416.2,1,0,0,740.9,0
04pFe21.9-N,10/5/22,63742,0,2892,4469,4582,1577,1689,0.353,0.369,291.6,0.05,0.58,667,0.31,6655,0.12,132858,-------- -,------,2745,17747,0,3148,0.08,1800,--------,-------,-------- --,----- -,------- -,------ -,-------,------- -,------- -,------- -,-------,3092.2,1,0,0,364.3,0
04pFe19,10/6/22,54770,0,9053,18281,18882,9229,9830,0.505,0.521,253.5,0.33,0.7,410,0.22,3519,0.08,246625,--------,-------,1163,20355,0,10106,0.1,1200,--------,------- -,------- ---,---- --,------ -,------ --,------ -,------,--------,-------- -,-------,9596.4,1,0,0,859.8,0
04pFe19,9/26/22,46599,0,4412,7599,8104,3187,3692,0.419,0.456,189.8,0.39,0.72,407,0.22,3888,0.07,224527,--------,-------,1212,15749,0,4673,0.06,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4628.6,1,0,0,824.8,0
04pFe21.9,9/26/22,46648,0,4450,6512,6819,2063,2369,0.317,0.347,270.2,0.11,0.48,618,0.42,6858,0.11,140933,--------,-------,3515,17987,0,4757,0.06,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4799.2,1,0,0,284.5,0
04pFe19-new,9/26/22,49311,0,8450,14711,15009,6261,6559,0.426,0.437,186.8,0.4,0.74,409,0.2,4019,0.07,271906,--------,-------,1166,18887,0,8931,0.05,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,8700,1,0,0,857.6,0
04pFe19-new,9/26/22,49447,0,8354,14611,14943,6257,6589,0.428,0.441,185.8,0.39,0.74,405,0.2,4003,0.07,226054,--------,-------,1159,16578,0,8831,0.05,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,8617.1,1,0,0,863,0
04pFe19-N,9/26/22,49520,0,719,907,1824,187,1105,0.207,0.606,250,0.21,0.91,1464,0.06,1931,0.03,76962,--------,-------,1493,3751,0,751,0.04,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,886.7,1,0,0,669.6,0
04pFe19,10/11/22,50234,0,9512,20016,20020,10503,10507,0.525,0.525,240.5,0.32,0.69,393,0.23,3532,0.08,240941,------- --,-----,1174,21522,0,10672,0.11,1000,-------- --,-----,-------- -,------ -,-------,------- -,-------,------- -,------- --,------,--------,10106.2,1,0,0,851.6,0
06pFe19,9/26/22,50060,0,4169,8481,8891,4311,4722,0.508,0.531,157.7,0.32,0.63,426,0.31,2637,0.07,214558,--------,-------,1157,15111,0,4489,0.07,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4327.6,1,0,0,864.3,0
06pFe21.9,9/26/22,50110,0,7155,9007,9076,1852,1922,0.206,0.212,223.8,0.09,0.38,748,0.52,4939,0.1,154268,--------,-------,3176,18992,0,7392,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,7313.6,1,0,0,314.8,0
06pFe19-N,9/26/22,50160,0,3592,5753,5816,2162,2224,0.376,0.382,214.2,0.29,0.73,487,0.18,4038,0.09,192379,--------,-------,1183,17729,0,3812,0.06,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3683.3,1,0,0,845.5,0
06pFe21.9,9/26/22,50191,0,487,741,1076,254,590,0.343,0.548,201.1,0.25,0.77,774,0.21,4588,0.02,261726,--------,-------,1581,6448,0,513,0.05,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,640.2,1,0,0,632.7,0
06pFe19-N,9/26/22,50305,0,1277,2340,2576,1063,1299,0.454,0.504,171.8,0.37,0.73,468,0.21,3433,0.06,189618,--------,-------,1122,12069,0,1354,0.06,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1431.3,1,0,0,891.4,0
06pFe19,8/31/22,45311,0,45572,81955,83667,36383,38095,0.444,0.455,165.5,0.28,0.58,476,0.32,3850,0.1,121531,--------,-------,1678,13098,0,48447,0.06,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,46993.8,1,0,0,595.8,0
06pFe19,9/14/22,52431,0,47638,63495,63480,15857,15842,0.25,0.25,197.5,0.23,0.51,622,0.37,4613,0.13,102170,--------,-------,2297,14867,0,49140,0.03,400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,47041.2,1,0,0,435.3,0
06pFe21.9,9/14/22,52509,0,4480,6187,6415,1707,1935,0.276,0.302,205,0.04,0.13,310,0.58,5851,0.29,60000,--------,-------,4821,20741,0,4667,0.04,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4705,1,0,0,207.4,0
06pFe19,10/3/22,48501,0,1118,1934,1947,817,830,0.422,0.426,216.3,0.04,0.57,585,0.35,3273,0.08,191097,--------,-------,1606,17555,0,1222,0.09,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1203.8,1,0,0,622.5,0
06pFe19-N,10/3/22,48873,0,529,634,679,105,150,0.166,0.221,211.8,0.04,0.44,214,0.51,2301,0.05,554935,--------,-------,1329,29883,0,544,0.03,1800,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,555.1,1,0,0,752.4,0
06pFe21.9-N,10/3/22,49272,0,896,1183,1258,287,362,0.243,0.288,194.7,0.03,0.33,1029,0.57,8734,0.1,60000,--------,-------,5889,11054,0,916,0.02,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,963.5,1,0,0,169.8,0
06pFe19,9/26/22,50060,0,4169,8481,8891,4311,4722,0.508,0.531,157.7,0.32,0.63,426,0.31,2637,0.07,214558,--------,-------,1157,15111,0,4489,0.07,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,4327.6,1,0,0,864.3,0
06pFe21.9(older),9/26/22,50110,0,7155,9007,9076,1852,1922,0.206,0.212,223.8,0.09,0.38,748,0.52,4939,0.1,154268,--------,-------,3176,18992,0,7392,0.03,1400,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,7313.6,1,0,0,314.8,0
06pFe19-N(older),9/26/22,50160,0,3592,5753,5816,2162,2224,0.376,0.382,214.2,0.29,0.73,487,0.18,4038,0.09,192379,--------,-------,1183,17729,0,3812,0.06,1600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,3683.3,1,0,0,845.5,0
06pFe21.9,9/26/22,50191,0,487,741,1076,254,590,0.343,0.548,201.1,0.25,0.77,774,0.21,4588,0.02,261726,--------,-------,1581,6448,0,513,0.05,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,640.2,1,0,0,632.7,0
06pFe19-N,9/26/22,50305,0,1277,2340,2576,1063,1299,0.454,0.504,171.8,0.37,0.73,468,0.21,3433,0.06,189618,--------,-------,1122,12069,0,1354,0.06,2000,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,1431.3,1,0,0,891.4,0
 06 pFe19-N,11/20/22,68704,0,17843,33223,33593,15379,15750,0.463,0.469,231.4,0.03,0.76,775,0.16,7193,0.08,200367,--------,-------,1893,18247,0,19814,0.1,800,-------- -,------ -,------- --,----- ---,-----,-------,--------,------- -,-------,-------- -,-------,18961.4,1,0,0,528.2,0
06 pFe21.9-N,11/20/22,69265,0,6040,9188,9785,3148,3744,0.343,0.383,203.3,0.03,0.33,2328,0.55,16108,0.12,60000,--------,-------,10914,16867,0,6272,0.04,1400,-------- -,------ -,------- --,----- ---,-----,-------,--------,------- -,-------,-------- -,-------,6775.3,1,0,0,91.6,0
06 pFe21.9,11/12/22,63519,0,8249,12471,13154,4222,4905,0.339,0.373,210.6,0.03,0.33,2464,0.58,5305,0.09,60000,--------,-------,4271,9248,0,8553,0.04,1200,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,8959.1,1,0,0,234.1,0
06 pFe 19-N,11/12/22,64638,0,30529,57889,58906,27360,28377,0.473,0.482,246.3,0.03,0.78,696,0.14,7097,0.08,233208,--------,-------,1690,20431,0,34360,0.11,600,--------,-------,--------,-------,--------,-------,--------,-------,--------,--------,--------,32998.4,1,0,0,591.7,0
06 pFe19,11/10/22,64592,0,2970,4671,4912,1701,1942,0.364,0.395,236.6,0.04,0.68,636,0.24,4220,0.08,178396,-------,-------,1574,14893,0,3197,0.07,1800,-------- -,------ --,------ -,------ -,------- -,------ ---,----- ---,---- -,-------,-------- -,-------,3163.3,1,0,0,635.5,0
06 pFe19,11/4/22,63060,0,25431,42445,44169,17014,18739,0.401,0.424,247.6,0.03,0.7,478,0.23,3320,0.07,212047,----- --,-----,1171,16969,0,27845,0.09,800,-------- --,-----,--------,------- -,------- -,------ ---,----- -,------ -,-------,--------,--------,27285.4,1,0,0,853.9,0
06 pFe21.9,11/4/22,63527,0,1238,1726,1819,489,581,0.283,0.32,253.6,0.03,0.47,1458,0.46,7362,0.07,142568,----- --,-----,4370,13608,0,1296,0.04,2000,-------- --,-----,--------,------- -,------- -,------ ---,----- -,------ -,-------,--------,--------,1350.6,1,0,0,228.8,0
06 pFe19-N,11/4/22,63983,0,4901,8139,8247,3238,3346,0.398,0.406,270.7,0.04,0.68,555,0.23,3984,0.09,177364,----- --,-----,1416,18103,0,5396,0.09,1400,-------- --,-----,--------,------- -,------- -,------ ---,----- -,------ -,-------,--------,--------,5296.1,1,0,0,706.5,0
06 pFe21.9-N,11/4/22,64435,0,940,1215,1365,276,425,0.227,0.312,234.7,0.03,0.58,3058,0.36,15744,0.07,60000,----- --,-----,7893,11286,0,966,0.03,2000,-------- --,-----,--------,------- -,------- -,------ ---,----- -,------ -,-------,--------,--------,1072.2,1,0,0,126.7,0
06 pFe21.9,11/7/22,60680,0,20224,29141,33171,8917,12947,0.306,0.39,193.5,0.03,0.02,6197,0.88,6515,0.1,60000,------- -,------,6510,12117,0,20801,0.03,800,--------,------- ---,----- -,------,-------- --,----- ---,----- -,------,--------,--------,--------,23748.3,1,0,0,153.6,0
08pFe19,8/3/22,51027,0,29013,49839,51082,20826,22069,0.418,0.432,157.3,0.39,0.73,390,0.17,2794,0.1,100400,,,851,10910,0,30388,0.05,600,,,,,,,,,,,,30208.5,1,0,0,1174.8,0
08pFe19,8/3/22,51414,0,36093,60317,63103,24224,27010,0.402,0.428,157.2,0.37,0.64,338,0.27,3739,0.08,129360,,,1352,12232,0,37744,0.04,600,,,,,,,,,,,,35779.2,1,0,0,739.8,0
08pFe19,8/10/22,60952,0,24048,38593,39479,14545,15431,0.377,0.391,164.1,0.34,0.76,430,0.16,5010,0.07,184835,,,1233,14635,0,25128,0.04,800,,,,,,,,,,,,24724.5,1,0,0,810.8,0
08pFe19,9/26/22,49673,0,11351,20465,20700,9114,9349,0.445,0.452,173,0.4,0.72,437,0.21,4943,0.07,223275,,,1437,17641,0,12014,0.06,1000,,,,,,,,,,,,11629,1,0,0,695.7,0
08pFe21.9,9/26/22,49842,0,1537,2442,2754,905,1217,0.371,0.442,253.6,0.29,0.53,370,0.39,4164,0.08,127277,,,1984,12063,0,1641,0.06,2000,,,,,,,,,,,,1734.8,1,0,0,503.9,0
08pFe19-N,9/26/22,49881,0,2074,4172,4458,2098,2385,0.503,0.535,185.4,0.45,0.7,428,0.24,3826,0.06,227012,,,1299,15727,0,2224,0.07,1800,,,,,,,,,,,,2272.8,1,0,0,769.9,0
08pFe21.9-N,9/26/22,49932,0,2657,2981,3580,324,924,0.109,0.258,278.3,0.39,0.63,733,0.31,4120,0.06,60000,,,1855,5093,0,2697,0.02,2000,,,,,,,,,,,,2848.9,1,0,0,539.1,0
08pFe21.9,3/18/22,1467,0,51469,93700,95050,42231,43581,0.451,0.459,309,0.05,0.62,544,0.29,3558,0.09,303828,,,1509,27226,0,58887,0.13,400,,,,,,,,,,,,55848.2,1,0,0,662.7,0
08pFe19-N,3/18/22,1787,0,39674,43310,45163,3636,5489,0.084,0.122,236.6,0.31,0.67,628,0.23,4276,0.1,111753,,,1550,12842,0,40157,0.01,700,,,,,,,,,,,,40786.9,1,0,0,645.2,0
08pFe21.9-N,3/18/22,2093,0,15023,20201,20716,5178,5693,0.256,0.275,241.4,0.04,0.45,400,0.38,4261,0.17,60000,,,2165,12149,0,15651,0.04,1000,,,,,,,,,,,,15748.6,1,0,0,461.9,0
08pFe19,3/25/22,550,0,81802,99885,101296,18083,19494,0.181,0.192,209.8,0.03,0.38,589,0.47,4095,0.14,60000,,,2522,10807,0,83412,0.02,300,,,,,,,,,,,,82639.6,1,0,0,396.5,0
08pFe21.9,3/25/22,933,0,48691,60742,60926,12051,12235,0.198,0.201,294.5,0.06,0.66,680,0.24,4938,0.1,200470,,,1824,21847,0,50694,0.04,500,,,,,,,,,,,,49708.5,1,0,0,548.1,0
08pFe19-N,3/25/22,1467,0,2895,2923,2929,28,34,0.009,0.012,241.5,0.7,0,80,0.81,81,0.19,355050,,,81,66027,0,2905,0,2000,,,,,,,,,,,,3001,1,0,0,12403.3,0
08pFe21.9-N,3/25/22,1835,0,3807,4459,4705,652,897,0.146,0.191,203.4,0.04,0.53,274,0.35,3957,0.12,77727,,,1734,11030,0,3892,0.02,1800,,,,,,,,,,,,3941.7,1,0,0,576.6,0
08pFe19,3/31/22,588,0,86623,169245,170184,82621,83561,0.488,0.491,227.7,0.29,0.73,513,0.16,5617,0.11,132744,,,1413,16369,0,95702,0.09,0,,,,,,,,,,,,92121.8,1,0,0,707.7,0
08pFe21.9,3/31/22,874,0,34227,56220,56842,21993,22615,0.391,0.398,285.8,0.05,0.68,706,0.2,6485,0.12,147341,,,2035,19372,0,37861,0.1,600,,,,,,,,,,,,35015.2,1,0,0,491.3,0
08pFe19-N,3/31/22,1172,0,26132,40787,41510,14655,15378,0.359,0.37,268.8,0.24,0.77,516,0.12,4390,0.11,141374,,,1057,16008,0,28060,0.07,800,,,,,,,,,,,,27458.7,1,0,0,946.5,0
08pFe21.9-N,3/31/22,1558,0,794,1024,1028,230,234,0.225,0.228,207.1,0.05,0.7,639,0.22,11266,0.07,272135,,,3207,23231,0,823,0.03,2000,,,,,,,,,,,,831.5,1,0,0,311.8,0
08pFe21.9,8/31/22,45092,0,34069,54051,54778,19981,20709,0.37,0.378,249.9,0.33,0.68,457,0.24,3495,0.08,227191,,,1259,19490,0,36233,0.06,600,,,,,,,,,,,,34759.8,1,0,0,794,0
08pFe19-N,8/31/22,45171,0,27268,28496,29681,1228,2413,0.043,0.081,390.5,0.16,0.64,342,0.3,1932,0.05,118768,,,852,7091,0,27561,0.01,800,,,,,,,,,,,,27537.3,1,0,0,1173.3,0
08pFe21.9-N,8/31/22,45256,0,11411,13098,13407,1687,1995,0.129,0.149,306.8,0.41,0.66,682,0.28,5638,0.06,282141,,,2145,20231,0,11601,0.02,1200,,,,,,,,,,,,11527.3,1,0,0,466.2,0
08pFe19,9/13/22,60268,0,4303,5211,5419,908,1117,0.174,0.206,172.9,0.28,0.61,483,0.21,4873,0.17,60000,,,1613,11735,0,4373,0.02,1600,,,,,,,,,,,,4434.1,1,0,0,619.8,0
08pFe19-N,4/2/22,315,0,34475,38927,41615,4452,7140,0.114,0.172,221.1,0.23,0.6,642,0.29,4612,0.11,83995,,,1931,10816,0,35063,0.02,800,,,,,,,,,,,,35980.6,1,0,0,517.8,0
